name,smiles,attach_atom_idx,frag_atom_idx,cap_atoms,fragment_smiles,total_count,molecule_count
fragment_00020,CC(C)(C)[C@H]1CC[C@H](c2cccnc2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1cccnc1,3508,3487
fragment_00021,CC(C)(C)[C@H]1CC[C@H](C2CCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*C1CCCC1,3402,3387
fragment_00022,CC(C)(C)[C@H]1CC[C@H](SC)CC1,7,8,"0,1,2,3,4,5,6,7,10,11",*SC,3382,3362
fragment_00023,CC(C)(C)[C@H]1CC[C@H](C2CCCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*C1CCCCC1,3363,3329
fragment_00024,CC(C)(C)[C@H]1CC[C@H](c2ccccc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccccc1Cl,3301,3290
fragment_00025,CC(C)(C)[C@H]1CC[C@H](NC)CC1,7,8,"0,1,2,3,4,5,6,7,10,11",*NC,3168,3160
fragment_00026,CC(C)(C)[C@H]1CC[C@H](c2cccc(F)c2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1cccc(F)c1,3088,3080
fragment_00027,CC(C)(C)[C@H]1CC[C@H](c2ccncc2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1ccncc1,3054,3043
fragment_00028,CC(C)(C)[C@H]1CC[C@H](CC(C)C)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CC(C)C,2973,2926
fragment_00029,CC(C)(C)[C@H]1CC[C@H](c2cccc(Cl)c2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1cccc(Cl)c1,2870,2861
fragment_00030,CC(C)(C)[C@H]1CC[C@H](N2CCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*N1CCCC1,2510,2500
fragment_00031,CC(C)(C)[C@H]1CC[C@H](CO)CC1,7,8,"0,1,2,3,4,5,6,7,10,11",*CO,2350,2328
fragment_00032,CC(C)(C)[C@H]1CC[C@H]([C@@H]2CCCO2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*[C@@H]1CCCO1,2076,2069
fragment_00033,CC(C)(C)[C@H]1CC[C@H](CC=C)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*CC=C,2071,1996
fragment_00034,CC(C)(C)[C@H]1CC[C@H](c2ccc3c(c2)OCO3)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1ccc2c(c1)OCO2,1845,1840
fragment_00035,CC(C)(C)[C@H]1CC[C@H](S(C)(=O)=O)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*S(C)(=O)=O,1766,1761
fragment_00036,CC(C)(C)[C@H]1CC[C@H]([C@H]2CCCO2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*[C@H]1CCCO1,1760,1755
fragment_00037,CC(C)(C)[C@H]1CC[C@H](c2ccc(Br)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccc(Br)cc1,1679,1676
fragment_00038,CC(C)(C)[C@H]1CC[C@H](N2CCCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*N1CCCCC1,1676,1660
fragment_00039,CC(C)(C)[C@H]1CC[C@H](n2cccn2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1cccn1,1606,1603
fragment_00040,CC(C)(C)[C@H]1CC[C@H](CCCC)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CCCC,1595,1591
fragment_00041,CC(C)(C)[C@H]1CC[C@H](c2ccsc2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1ccsc1,1492,1486
fragment_00042,CC(C)(C)[C@H]1CC[C@H](CC(F)(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*CC(F)(F)F,1478,1477
fragment_00043,CC(C)(C)[C@H]1CC[C@H](c2nccs2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1nccs1,1404,1401
fragment_00044,CC(C)(C)[C@H]1CC[C@H](CCO)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*CCO,1310,1289
fragment_00045,CC(C)(C)[C@H]1CC[C@H](c2ccc(F)cc2F)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(F)cc1F,1299,1298
fragment_00046,CC(C)(C)[C@H]1CC[C@H](CN)CC1,7,8,"0,1,2,3,4,5,6,7,10,11",*C[NH3+],1283,1283
fragment_00047,CC(C)(C)[C@H]1CC[C@H](CC(=O)O)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CC(=O)[O-],1245,1230
fragment_00048,CC(C)(C)[C@H]1CC[C@H](c2ccc(F)c(F)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(F)c(F)c1,1241,1241
fragment_00049,CC(C)(C)[C@H]1CC[C@H](c2ccc([N+](=O)[O-])cc2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1ccc([N+](=O)[O-])cc1,1233,1229
fragment_00050,CC(C)(C)[C@H]1CC[C@H](OC(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*OC(F)F,1187,1173
fragment_00051,CC(C)(C)[C@H]1CC[C@H](c2ccc3c(c2)OCCO3)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1ccc2c(c1)OCCO2,1157,1156
fragment_00052,CC(C)(C)[C@H]1CC[C@H](N2CCCC2=O)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*N1CCCC1=O,1086,1084
fragment_00053,CC(C)(C)[C@H]1CC[C@H](c2ccc(C#N)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(C#N)cc1,1069,1066
fragment_00054,CC(C)(C)[C@H]1CC[C@H](C2CCC2)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*C1CCC1,1066,1065
fragment_00055,CC(C)(C)[C@H]1CC[C@H](n2cncn2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1cncn1,1057,1056
fragment_00056,CC(C)(C)[C@H]1CC[C@H](c2nc3ccccc3s2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1nc2ccccc2s1,992,990
fragment_00057,CC(C)(C)[C@H]1CC[C@H](c2cccc([N+](=O)[O-])c2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1cccc([N+](=O)[O-])c1,987,984
fragment_00058,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)cc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(Cl)cc1Cl,973,972
fragment_00059,CC(C)(C)[C@H]1CC[C@H](c2cccc3ccccc32)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1cccc2ccccc12,967,967
fragment_00060,CC(C)(C)[C@H]1CC[C@H](c2cccc(Br)c2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1cccc(Br)c1,950,949
fragment_00061,CC(C)(C)[C@H]1CC[C@H](c2ncccn2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1ncccn1,937,935
fragment_00062,CC(C)(C)[C@H]1CC[C@H](C(=O)CC)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*C(=O)CC,930,925
fragment_00063,CC(C)(C)[C@H]1CC[C@H](CC#C)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*CC#C,920,870
fragment_00064,CC(C)(C)[C@H]1CC[C@H](CC(N)=O)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CC(N)=O,905,898
fragment_00065,CC(C)(C)[C@H]1CC[C@H]([C@@H]2CCS(=O)(=O)C2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*[C@@H]1CCS(=O)(=O)C1,851,850
fragment_00066,CC(C)(C)[C@H]1CC[C@H](c2c(F)cccc2F)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1c(F)cccc1F,843,842
fragment_00067,CC(C)(C)[C@H]1CC[C@H](C2CCOCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*C1CCOCC1,842,839
fragment_00068,CC(C)(C)[C@H]1CC[C@H]([C@H](C)CC)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*[C@H](C)CC,837,835
fragment_00069,CC(C)(C)[C@H]1CC[C@H]([C@@H](C)CC)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*[C@@H](C)CC,823,818
fragment_00070,CC(C)(C)[C@H]1CC[C@H](c2cccc(C#N)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cccc(C#N)c1,819,818
fragment_00071,CC(C)(C)[C@H]1CC[C@H](CC#N)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*CC#N,815,783
fragment_00072,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(Cl)c(Cl)c1,786,786
fragment_00073,CC(C)(C)[C@H]1CC[C@H](c2ccccc2Br)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccccc1Br,779,779
fragment_00074,CC(C)(C)[C@H]1CC[C@H](c2c[nH]c3ccccc32)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1c[nH]c2ccccc12,778,776
fragment_00075,CC(C)(C)[C@H]1CC[C@H](c2ccc(O)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccc(O)cc1,771,767
fragment_00076,CC(C)(C)[C@H]1CC[C@H]([C@H]2CCS(=O)(=O)C2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*[C@H]1CCS(=O)(=O)C1,747,745
fragment_00077,CC(C)(C)[C@H]1CC[C@H](CCC(C)C)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*CCC(C)C,737,736
fragment_00078,CC(C)(C)[C@H]1CC[C@H](n2ccnc2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1ccnc1,725,723
fragment_00079,CC(C)(C)[C@H]1CC[C@H](c2ccc3ccccc3c2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1ccc2ccccc2c1,684,684
fragment_00080,CC(C)(C)[C@H]1CC[C@H](N2CCCCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*N1CCCCCC1,672,670
fragment_00081,CC(C)(C)[C@H]1CC[C@H](c2cc(F)ccc2F)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cc(F)ccc1F,650,650
fragment_00082,CC(C)(C)[C@H]1CC[C@H](c2cnccn2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1cnccn1,618,617
fragment_00083,CC(C)(C)[C@H]1CC[C@H](C(=O)C(C)C)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*C(=O)C(C)C,611,607
fragment_00084,CC(C)(C)[C@H]1CC[C@H](c2ccoc2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1ccoc1,605,603
fragment_00085,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)s2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1ccc(Cl)s1,604,603
fragment_00086,CC(C)(C)[C@H]1CC[C@H](c2nc3ccccc3[nH]2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1nc2ccccc2[nH]1,599,597
fragment_00087,CC(C)(C)[C@H]1CC[C@H](c2ccccc2[N+](=O)[O-])CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1ccccc1[N+](=O)[O-],597,597
fragment_00088,CC(C)(C)[C@H]1CC[C@H](CCC#N)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CCC#N,568,548
fragment_00089,CC(C)(C)[C@H]1CC[C@H](n2cccc2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1cccc1,563,562
fragment_00090,CC(C)(C)[C@H]1CC[C@H](c2ccccc2O)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccccc1O,555,554
fragment_00091,CC(C)(C)[C@H]1CC[C@H](c2cccc(O)c2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1cccc(O)c1,511,510
fragment_00092,CC(C)(C)[C@H]1CC[C@H](C(=O)C(C)(C)C)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*C(=O)C(C)(C)C,503,501
fragment_00093,CC(C)(C)[C@H]1CC[C@H](OC(F)(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*OC(F)(F)F,501,501
fragment_00094,CC(C)(C)[C@H]1CC[C@H](N2CCc3ccccc32)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*N1CCc2ccccc21,494,494
fragment_00095,CC(C)(C)[C@H]1CC[C@H](n2cnnn2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1cnnn1,480,480
fragment_00096,CC(C)(C)[C@H]1CC[C@H](c2ccccc2C#N)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccccc1C#N,474,474
fragment_00097,CC(C)(C)[C@H]1CC[C@H](S(=O)(=O)c2ccccc2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*S(=O)(=O)c1ccccc1,471,469
fragment_00098,CC(C)(C)[C@H]1CC[C@H]([C@@H]2CCOC2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*[C@@H]1CCOC1,467,467
fragment_00099,CC(C)(C)[C@H]1CC[C@H](C(=O)CCC)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*C(=O)CCC,451,450
fragment_00100,CC(C)(C)[C@H]1CC[C@H](c2c(F)cccc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1c(F)cccc1Cl,449,449
fragment_00101,CC(C)(C)[C@H]1CC[C@H](CC(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CC(F)F,446,446
fragment_00102,CC(C)(C)[C@H]1CC[C@H](c2cc(F)cc(F)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cc(F)cc(F)c1,408,407
fragment_00103,CC(C)(C)[C@H]1CC[C@H](c2ccc(F)cc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(F)cc1Cl,405,405
fragment_00104,CC(C)(C)[C@H]1CC[C@H](N2C(=O)c3ccccc3C2=O)CC1,7,8,"0,1,2,3,4,5,6,7,19,20",*N1C(=O)c2ccccc2C1=O,401,400
fragment_00105,CC(C)(C)[C@H]1CC[C@H](C2CCCCCC2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*C1CCCCCC1,390,389
fragment_00106,CC(C)(C)[C@H]1CC[C@H]([C@H]2CCOC2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*[C@H]1CCOC1,390,389
fragment_00107,CC(C)(C)[C@H]1CC[C@H](c2cc3ccccc3o2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1cc2ccccc2o1,385,385
fragment_00108,CC(C)(C)[C@H]1CC[C@H](N)CC1,7,8,"0,1,2,3,4,5,6,7,9,10",*N,372,372
fragment_00109,CC(C)(C)[C@H]1CC[C@H](c2cc(Cl)ccc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cc(Cl)ccc1Cl,371,371
fragment_00110,CC(C)(C)[C@H]1CC[C@H](c2ccc(F)c(Cl)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(F)c(Cl)c1,359,358
fragment_00111,CC(C)(C)[C@H]1CC[C@H](N2CCc3ccccc3C2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*N1CCc2ccccc2C1,357,356
fragment_00112,CC(C)(C)[C@H]1CC[C@H](C(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*C(F)F,351,348
fragment_00113,CC(C)(C)[C@H]1CC[C@H](c2ccc3c(c2)CCC3)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1ccc2c(c1)CCC2,351,351
fragment_00114,CC(C)(C)[C@H]1CC[C@H](c2ccc(S(C)(=O)=O)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1ccc(S(C)(=O)=O)cc1,346,345
fragment_00115,CC(C)(C)[C@H]1CC[C@H](c2c(Cl)cccc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1c(Cl)cccc1Cl,345,345
fragment_00116,CC(C)(C)[C@H]1CC[C@H](c2cccc(Cl)c2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cccc(Cl)c1Cl,344,344
fragment_00117,CC(C)(C)[C@H]1CC[C@H](c2ccc(S(N)(=O)=O)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1ccc(S(N)(=O)=O)cc1,340,340
fragment_00118,CC(C)(C)[C@H]1CC[C@H](C(CC)CC)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*C(CC)CC,338,338
fragment_00119,CC(C)(C)[C@H]1CC[C@H](C2CCNCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*C1CC[NH2+]CC1,336,336
fragment_00120,CC(C)(C)[C@H]1CC[C@H](c2nnc3ccccn32)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1nnc2ccccn12,332,332
fragment_00121,CC(C)(C)[C@H]1CC[C@H](c2nc3ccccc3o2)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1nc2ccccc2o1,324,324
fragment_00122,CC(C)(C)[C@H]1CC[C@H](c2cccc(F)c2F)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cccc(F)c1F,316,315
fragment_00123,CC(C)(C)[C@H]1CC[C@H](c2cscn2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1cscn1,310,309
fragment_00124,CC(C)(C)[C@H]1CC[C@H](CC(C)(C)O)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*CC(C)(C)O,309,309
fragment_00125,CC(C)(C)[C@H]1CC[C@H](CCCO)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CCCO,303,303
fragment_00126,CC(C)(C)[C@H]1CC[C@H](c2ccc[nH]2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1ccc[nH]1,301,299
fragment_00127,CC(C)(C)[C@H]1CC[C@H](c2cc(Cl)cc(Cl)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1cc(Cl)cc(Cl)c1,301,301
fragment_00128,CC(C)(C)[C@H]1CC[C@H](CCl)CC1,7,8,"0,1,2,3,4,5,6,7,10,11",*CCl,295,293
fragment_00129,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)cn2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccc(Cl)cn1,292,291
fragment_00130,CC(C)(C)[C@H]1CC[C@H](CCN)CC1,7,8,"0,1,2,3,4,5,6,7,11,12",*CC[NH3+],286,286
fragment_00131,CC(C)(C)[C@H]1CC[C@H](S(=O)(=O)c2ccc(F)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*S(=O)(=O)c1ccc(F)cc1,284,284
fragment_00132,CC(C)(C)[C@H]1CC[C@H](c2cccc3cccnc32)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1cccc2cccnc12,279,279
fragment_00133,CC(C)(C)[C@H]1CC[C@H](n2ccnn2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*n1ccnn1,276,276
fragment_00134,CC(C)(C)[C@H]1CC[C@H](S(=O)(=O)c2cccs2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*S(=O)(=O)c1cccs1,269,269
fragment_00135,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)c(F)c2)CC1,7,8,"0,1,2,3,4,5,6,7,16,17",*c1ccc(Cl)c(F)c1,268,268
fragment_00136,CC(C)(C)[C@H]1CC[C@H]([C@@H]2COc3ccccc3O2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*[C@@H]1COc2ccccc2O1,267,267
fragment_00137,CC(C)(C)[C@H]1CC[C@H](c2ccc3c(c2)OCCCO3)CC1,7,8,"0,1,2,3,4,5,6,7,19,20",*c1ccc2c(c1)OCCCO2,260,259
fragment_00138,CC(C)(C)[C@H]1CC[C@H](c2ccc(Cl)nc2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccc(Cl)nc1,259,259
fragment_00139,CC(C)(C)[C@H]1CC[C@H](c2ccon2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1ccon1,259,259
fragment_00140,CC(C)(C)[C@H]1CC[C@H](CCC(F)(F)F)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*CCC(F)(F)F,258,258
fragment_00141,CC(C)(C)[C@H]1CC[C@H](CCS(C)(=O)=O)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*CCS(C)(=O)=O,258,258
fragment_00142,CC(C)(C)[C@H]1CC[C@H](n2cnc3ccccc32)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*n1cnc2ccccc21,257,256
fragment_00143,CC(C)(C)[C@H]1CC[C@H](S(=O)(=O)CC)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*S(=O)(=O)CC,257,257
fragment_00144,CC(C)(C)[C@H]1CC[C@H](c2nnc3n2CCCCC3)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1nnc2n1CCCCC2,255,255
fragment_00145,CC(C)(C)[C@H]1CC[C@H](c2cccnc2Cl)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1cccnc1Cl,254,254
fragment_00146,CC(C)(C)[C@H]1CC[C@H]([C@@H]2CCCCO2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*[C@@H]1CCCCO1,253,253
fragment_00147,CC(C)(C)[C@H]1CC[C@H](c2ccc(Br)s2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*c1ccc(Br)s1,246,246
fragment_00148,CC(C)(C)[C@H]1CC[C@H]([C@H]2COc3ccccc3O2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*[C@H]1COc2ccccc2O1,242,242
fragment_00149,CC(C)(C)[C@H]1CC[C@H](c2cc[nH]n2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1cc[nH]n1,237,237
fragment_00150,CC(C)(C)[C@H]1CC[C@H](N2CCCc3ccccc32)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*N1CCCc2ccccc21,233,233
fragment_00151,CC(C)(C)[C@H]1CC[C@H](c2ccc3c(c2)CCO3)CC1,7,8,"0,1,2,3,4,5,6,7,17,18",*c1ccc2c(c1)CCO2,230,230
fragment_00152,CC(C)(C)[C@H]1CC[C@H](CCC(=O)O)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*CCC(=O)[O-],230,229
fragment_00153,CC(C)(C)[C@H]1CC[C@H](CC(=C)C)CC1,7,8,"0,1,2,3,4,5,6,7,12,13",*CC(=C)C,229,226
fragment_00154,CC(C)(C)[C@H]1CC[C@H](c2ccc(F)cn2)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*c1ccc(F)cn1,227,227
fragment_00155,CC(C)(C)[C@H]1CC[C@H](CCCCC)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*CCCCC,226,226
fragment_00156,CC(C)(C)[C@H]1CC[C@H](c2ccc3ccccc3n2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*c1ccc2ccccc2n1,226,226
fragment_00157,CC(C)(C)[C@H]1CC[C@H]([C@H]2CC=CCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*[C@H]1CC=CCC1,225,225
fragment_00158,CC(C)(C)[C@H]1CC[C@H](S(=O)(=O)c2ccc(Cl)cc2)CC1,7,8,"0,1,2,3,4,5,6,7,18,19",*S(=O)(=O)c1ccc(Cl)cc1,224,224
fragment_00159,CC(C)(C)[C@H]1CC[C@H](N2C(=O)CCC2=O)CC1,7,8,"0,1,2,3,4,5,6,7,15,16",*N1C(=O)CCC1=O,223,222
fragment_00160,CC(C)(C)[C@H]1CC[C@H](N2CCSCC2)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*N1CCSCC1,221,221
fragment_00161,CC(C)(C)[C@H]1CC[C@H](O)CC1,7,8,"0,1,2,3,4,5,6,7,9,10",*[O-],217,209
fragment_00162,CC(C)(C)[C@H]1CC[C@H](c2nc[nH]n2)CC1,7,8,"0,1,2,3,4,5,6,7,13,14",*c1nc[nH]n1,217,217
fragment_00163,CC(C)(C)[C@H]1CC[C@H](c2nc3ccccc3c(=O)[nH]2)CC1,7,8,"0,1,2,3,4,5,6,7,19,20",*c1nc2ccccc2c(=O)[nH]1,210,210
fragment_00164,CC(C)(C)[C@H]1CC[C@H](N2CCOC2=O)CC1,7,8,"0,1,2,3,4,5,6,7,14,15",*N1CCOC1=O,210,210
