name,smiles,attach_atom_idx,frag_atom_idx,cap_atoms,fragment_smiles,total_count,molecule_count
fragment_00056,c1ccc(-n2cncn2)cc1,3,4,"0,1,2,3,9,10",*n1cncn1,1057,1056
fragment_00057,c1ccc(-c2nc3ccccc3s2)cc1,3,4,"0,1,2,3,13,14",*c1nc2ccccc2s1,992,990
fragment_00058,c1ccc(-c2cccc([N+](=O)[O-])c2)cc1,3,4,"0,1,2,3,13,14",*c1cccc([N+](=O)[O-])c1,987,984
fragment_00059,c1ccc(-c2ccc(Cl)cc2Cl)cc1,3,4,"0,1,2,3,12,13",*c1ccc(Cl)cc1Cl,973,972
fragment_00060,c1ccc(-c2cccc3ccccc23)cc1,3,4,"0,1,2,3,14,15",*c1cccc2ccccc12,967,967
fragment_00061,c1ccc(-c2cccc(Br)c2)cc1,3,4,"0,1,2,3,11,12",*c1cccc(Br)c1,950,949
fragment_00062,c1ccc(-c2ncccn2)cc1,3,4,"0,1,2,3,10,11",*c1ncccn1,937,935
fragment_00063,c1ccc(C(=O)CC)cc1,3,4,"0,1,2,3,8,9",*C(=O)CC,930,925
fragment_00064,c1ccc(CC#C)cc1,3,4,"0,1,2,3,7,8",*CC#C,920,870
fragment_00065,c1ccc(CC(N)=O)cc1,3,4,"0,1,2,3,8,9",*CC(N)=O,905,898
fragment_00066,c1ccc([C@@H]2CCS(=O)(=O)C2)cc1,3,4,"0,1,2,3,11,12",*[C@@H]1CCS(=O)(=O)C1,851,850
fragment_00067,c1ccc(-c2c(F)cccc2F)cc1,3,4,"0,1,2,3,12,13",*c1c(F)cccc1F,843,842
fragment_00068,c1ccc(C2CCOCC2)cc1,3,4,"0,1,2,3,10,11",*C1CCOCC1,842,839
fragment_00069,c1ccc([C@H](C)CC)cc1,3,4,"0,1,2,3,8,9",*[C@H](C)CC,837,835
fragment_00070,c1ccc([C@@H](C)CC)cc1,3,4,"0,1,2,3,8,9",*[C@@H](C)CC,823,818
fragment_00071,c1ccc(-c2cccc(C#N)c2)cc1,3,4,"0,1,2,3,12,13",*c1cccc(C#N)c1,819,818
fragment_00072,c1ccc(CC#N)cc1,3,4,"0,1,2,3,7,8",*CC#N,815,783
fragment_00073,c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,3,4,"0,1,2,3,12,13",*c1ccc(Cl)c(Cl)c1,786,786
fragment_00074,c1ccc(-c2ccccc2Br)cc1,3,4,"0,1,2,3,11,12",*c1ccccc1Br,779,779
fragment_00075,c1ccc(-c2c[nH]c3ccccc23)cc1,3,4,"0,1,2,3,13,14",*c1c[nH]c2ccccc12,778,776
fragment_00076,c1ccc(-c2ccc(O)cc2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(O)cc1,771,767
fragment_00077,c1ccc([C@H]2CCS(=O)(=O)C2)cc1,3,4,"0,1,2,3,11,12",*[C@H]1CCS(=O)(=O)C1,747,745
fragment_00078,c1ccc(CCC(C)C)cc1,3,4,"0,1,2,3,9,10",*CCC(C)C,737,736
fragment_00079,c1ccc(-n2ccnc2)cc1,3,4,"0,1,2,3,9,10",*n1ccnc1,725,723
fragment_00080,c1ccc(-c2ccc3ccccc3c2)cc1,3,4,"0,1,2,3,14,15",*c1ccc2ccccc2c1,684,684
fragment_00081,c1ccc(N2CCCCCC2)cc1,3,4,"0,1,2,3,11,12",*N1CCCCCC1,672,670
fragment_00082,c1ccc(-c2cc(F)ccc2F)cc1,3,4,"0,1,2,3,12,13",*c1cc(F)ccc1F,650,650
fragment_00083,c1ccc(-c2cnccn2)cc1,3,4,"0,1,2,3,10,11",*c1cnccn1,618,617
fragment_00084,c1ccc(C(=O)C(C)C)cc1,3,4,"0,1,2,3,9,10",*C(=O)C(C)C,611,607
fragment_00085,c1ccc(-c2ccoc2)cc1,3,4,"0,1,2,3,9,10",*c1ccoc1,605,603
fragment_00086,c1ccc(-c2ccc(Cl)s2)cc1,3,4,"0,1,2,3,10,11",*c1ccc(Cl)s1,604,603
fragment_00087,c1ccc(-c2nc3ccccc3[nH]2)cc1,3,4,"0,1,2,3,13,14",*c1nc2ccccc2[nH]1,599,597
fragment_00088,c1ccc(-c2ccccc2[N+](=O)[O-])cc1,3,4,"0,1,2,3,13,14",*c1ccccc1[N+](=O)[O-],597,597
fragment_00089,c1ccc(CCC#N)cc1,3,4,"0,1,2,3,8,9",*CCC#N,568,548
fragment_00090,c1ccc(-n2cccc2)cc1,3,4,"0,1,2,3,9,10",*n1cccc1,563,562
fragment_00091,c1ccc(-c2ccccc2O)cc1,3,4,"0,1,2,3,11,12",*c1ccccc1O,555,554
fragment_00092,c1ccc(-c2cccc(O)c2)cc1,3,4,"0,1,2,3,11,12",*c1cccc(O)c1,511,510
fragment_00093,c1ccc(C(=O)C(C)(C)C)cc1,3,4,"0,1,2,3,10,11",*C(=O)C(C)(C)C,503,501
fragment_00094,c1ccc(OC(F)(F)F)cc1,3,4,"0,1,2,3,9,10",*OC(F)(F)F,501,501
fragment_00095,c1ccc(N2CCc3ccccc32)cc1,3,4,"0,1,2,3,13,14",*N1CCc2ccccc21,494,494
fragment_00096,c1ccc(-n2cnnn2)cc1,3,4,"0,1,2,3,9,10",*n1cnnn1,480,480
fragment_00097,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,3,4,"0,1,2,3,14,15",*C12CC3CC(CC(C3)C1)C2,476,476
fragment_00098,c1ccc(-c2ccccc2C#N)cc1,3,4,"0,1,2,3,12,13",*c1ccccc1C#N,474,474
fragment_00099,c1ccc(S(=O)(=O)c2ccccc2)cc1,3,4,"0,1,2,3,13,14",*S(=O)(=O)c1ccccc1,471,469
fragment_00100,c1ccc([C@@H]2CCOC2)cc1,3,4,"0,1,2,3,9,10",*[C@@H]1CCOC1,467,467
fragment_00101,c1ccc(C(=O)CCC)cc1,3,4,"0,1,2,3,9,10",*C(=O)CCC,451,450
fragment_00102,c1ccc(-c2c(F)cccc2Cl)cc1,3,4,"0,1,2,3,12,13",*c1c(F)cccc1Cl,449,449
fragment_00103,c1ccc(CC(F)F)cc1,3,4,"0,1,2,3,8,9",*CC(F)F,446,446
fragment_00104,c1ccc(-c2cc(F)cc(F)c2)cc1,3,4,"0,1,2,3,12,13",*c1cc(F)cc(F)c1,408,407
fragment_00105,c1ccc(-c2ccc(F)cc2Cl)cc1,3,4,"0,1,2,3,12,13",*c1ccc(F)cc1Cl,405,405
fragment_00106,c1ccc(N2C(=O)c3ccccc3C2=O)cc1,3,4,"0,1,2,3,15,16",*N1C(=O)c2ccccc2C1=O,401,400
fragment_00107,c1ccc(C2CCCCCC2)cc1,3,4,"0,1,2,3,11,12",*C1CCCCCC1,390,389
fragment_00108,c1ccc([C@H]2CCOC2)cc1,3,4,"0,1,2,3,9,10",*[C@H]1CCOC1,390,389
fragment_00109,c1ccc(-c2cc3ccccc3o2)cc1,3,4,"0,1,2,3,13,14",*c1cc2ccccc2o1,385,385
fragment_00110,c1ccc(N)cc1,3,4,"0,1,2,3,5,6",*N,372,372
fragment_00111,c1ccc(-c2cc(Cl)ccc2Cl)cc1,3,4,"0,1,2,3,12,13",*c1cc(Cl)ccc1Cl,371,371
fragment_00112,c1ccc(-c2ccc(F)c(Cl)c2)cc1,3,4,"0,1,2,3,12,13",*c1ccc(F)c(Cl)c1,359,358
fragment_00113,c1ccc(N2CCc3ccccc3C2)cc1,3,4,"0,1,2,3,14,15",*N1CCc2ccccc2C1,357,356
fragment_00114,c1ccc(C(F)F)cc1,3,4,"0,1,2,3,7,8",*C(F)F,351,348
fragment_00115,c1ccc(-c2ccc3c(c2)CCC3)cc1,3,4,"0,1,2,3,13,14",*c1ccc2c(c1)CCC2,351,351
fragment_00116,c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,3,4,"0,1,2,3,14,15",*c1ccc(S(C)(=O)=O)cc1,346,345
fragment_00117,c1ccc(-c2c(Cl)cccc2Cl)cc1,3,4,"0,1,2,3,12,13",*c1c(Cl)cccc1Cl,345,345
fragment_00118,c1ccc(-c2cccc(Cl)c2Cl)cc1,3,4,"0,1,2,3,12,13",*c1cccc(Cl)c1Cl,344,344
fragment_00119,c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,3,4,"0,1,2,3,14,15",*c1ccc(S(N)(=O)=O)cc1,340,340
fragment_00120,c1ccc(C(CC)CC)cc1,3,4,"0,1,2,3,9,10",*C(CC)CC,338,338
fragment_00121,c1ccc(C2CCNCC2)cc1,3,4,"0,1,2,3,10,11",*C1CC[NH2+]CC1,336,336
fragment_00122,c1ccc(-c2nnc3ccccn23)cc1,3,4,"0,1,2,3,13,14",*c1nnc2ccccn12,332,332
fragment_00123,c1ccc(-c2nc3ccccc3o2)cc1,3,4,"0,1,2,3,13,14",*c1nc2ccccc2o1,324,324
fragment_00124,c1ccc(-c2cccc(F)c2F)cc1,3,4,"0,1,2,3,12,13",*c1cccc(F)c1F,316,315
fragment_00125,c1ccc(-c2cscn2)cc1,3,4,"0,1,2,3,9,10",*c1cscn1,310,309
fragment_00126,c1ccc(CC(C)(C)O)cc1,3,4,"0,1,2,3,9,10",*CC(C)(C)O,309,309
fragment_00127,c1ccc(CCCO)cc1,3,4,"0,1,2,3,8,9",*CCCO,303,303
fragment_00128,c1ccc(-c2ccc[nH]2)cc1,3,4,"0,1,2,3,9,10",*c1ccc[nH]1,301,299
fragment_00129,c1ccc(-c2cc(Cl)cc(Cl)c2)cc1,3,4,"0,1,2,3,12,13",*c1cc(Cl)cc(Cl)c1,301,301
fragment_00130,c1ccc(CCl)cc1,3,4,"0,1,2,3,6,7",*CCl,295,293
fragment_00131,c1ccc(-c2ccc(Cl)cn2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(Cl)cn1,292,291
fragment_00132,c1ccc(CCN)cc1,3,4,"0,1,2,3,7,8",*CC[NH3+],286,286
fragment_00133,c1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,3,4,"0,1,2,3,14,15",*S(=O)(=O)c1ccc(F)cc1,284,284
fragment_00134,c1ccc(-c2cccc3cccnc23)cc1,3,4,"0,1,2,3,14,15",*c1cccc2cccnc12,279,279
fragment_00135,c1ccc(-n2ccnn2)cc1,3,4,"0,1,2,3,9,10",*n1ccnn1,276,276
fragment_00136,c1ccc(S(=O)(=O)c2cccs2)cc1,3,4,"0,1,2,3,12,13",*S(=O)(=O)c1cccs1,269,269
fragment_00137,c1ccc(-c2ccc(Cl)c(F)c2)cc1,3,4,"0,1,2,3,12,13",*c1ccc(Cl)c(F)c1,268,268
fragment_00138,c1ccc([C@@H]2COc3ccccc3O2)cc1,3,4,"0,1,2,3,14,15",*[C@@H]1COc2ccccc2O1,267,267
fragment_00139,c1ccc(-c2ccc3c(c2)OCCCO3)cc1,3,4,"0,1,2,3,15,16",*c1ccc2c(c1)OCCCO2,260,259
fragment_00140,c1ccc(-c2ccc(Cl)nc2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(Cl)nc1,259,259
fragment_00141,c1ccc(-c2ccon2)cc1,3,4,"0,1,2,3,9,10",*c1ccon1,259,259
fragment_00142,c1ccc(CCC(F)(F)F)cc1,3,4,"0,1,2,3,10,11",*CCC(F)(F)F,258,258
fragment_00143,c1ccc(CCS(C)(=O)=O)cc1,3,4,"0,1,2,3,10,11",*CCS(C)(=O)=O,258,258
fragment_00144,c1ccc(-n2cnc3ccccc32)cc1,3,4,"0,1,2,3,13,14",*n1cnc2ccccc21,257,256
fragment_00145,c1ccc(S(=O)(=O)CC)cc1,3,4,"0,1,2,3,9,10",*S(=O)(=O)CC,257,257
fragment_00146,c1ccc(-c2nnc3n2CCCCC3)cc1,3,4,"0,1,2,3,14,15",*c1nnc2n1CCCCC2,255,255
fragment_00147,c1ccc(-c2cccnc2Cl)cc1,3,4,"0,1,2,3,11,12",*c1cccnc1Cl,254,254
fragment_00148,c1ccc([C@@H]2CCCCO2)cc1,3,4,"0,1,2,3,10,11",*[C@@H]1CCCCO1,253,253
fragment_00149,c1ccc(-c2ccc(Br)s2)cc1,3,4,"0,1,2,3,10,11",*c1ccc(Br)s1,246,246
fragment_00150,c1ccc([C@H]2COc3ccccc3O2)cc1,3,4,"0,1,2,3,14,15",*[C@H]1COc2ccccc2O1,242,242
fragment_00151,c1ccc(-c2cc[nH]n2)cc1,3,4,"0,1,2,3,9,10",*c1cc[nH]n1,237,237
fragment_00152,c1ccc(C(C)(C)CC)cc1,3,4,"0,1,2,3,9,10",*C(C)(C)CC,234,234
fragment_00153,c1ccc(N2CCCc3ccccc32)cc1,3,4,"0,1,2,3,14,15",*N1CCCc2ccccc21,233,233
fragment_00154,c1ccc(-c2ccc3c(c2)CCO3)cc1,3,4,"0,1,2,3,13,14",*c1ccc2c(c1)CCO2,230,230
fragment_00155,c1ccc(CCC(=O)O)cc1,3,4,"0,1,2,3,9,10",*CCC(=O)[O-],230,229
fragment_00156,c1ccc(CC(=C)C)cc1,3,4,"0,1,2,3,8,9",*CC(=C)C,229,226
fragment_00157,c1ccc(-c2ccc(F)cn2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(F)cn1,227,227
fragment_00158,c1ccc(CCCCC)cc1,3,4,"0,1,2,3,9,10",*CCCCC,226,226
fragment_00159,c1ccc(-c2ccc3ccccc3n2)cc1,3,4,"0,1,2,3,14,15",*c1ccc2ccccc2n1,226,226
fragment_00160,c1ccc([C@H]2CC=CCC2)cc1,3,4,"0,1,2,3,10,11",*[C@H]1CC=CCC1,225,225
fragment_00161,c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,3,4,"0,1,2,3,14,15",*S(=O)(=O)c1ccc(Cl)cc1,224,224
fragment_00162,c1ccc(N2C(=O)CCC2=O)cc1,3,4,"0,1,2,3,11,12",*N1C(=O)CCC1=O,223,222
fragment_00163,c1ccc(N2CCSCC2)cc1,3,4,"0,1,2,3,10,11",*N1CCSCC1,221,221
fragment_00164,c1ccc(O)cc1,3,4,"0,1,2,3,5,6",*[O-],217,209
fragment_00165,c1ccc(-c2nc[nH]n2)cc1,3,4,"0,1,2,3,9,10",*c1nc[nH]n1,217,217
fragment_00166,c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1,3,4,"0,1,2,3,15,16",*c1nc2ccccc2c(=O)[nH]1,210,210
fragment_00167,c1ccc(N2CCOC2=O)cc1,3,4,"0,1,2,3,10,11",*N1CCOC1=O,210,210
fragment_00168,c1ccc(C(=O)CC(C)C)cc1,3,4,"0,1,2,3,10,11",*C(=O)CC(C)C,209,208
fragment_00169,c1ccc(N2CCNC2=O)cc1,3,4,"0,1,2,3,10,11",*N1CCNC1=O,207,207
fragment_00170,c1ccc([C@@H](C)C(C)C)cc1,3,4,"0,1,2,3,9,10",*[C@@H](C)C(C)C,207,207
fragment_00171,c1ccc(-c2ccc(Br)o2)cc1,3,4,"0,1,2,3,10,11",*c1ccc(Br)o1,207,207
fragment_00172,c1ccc(-c2ccc(Br)cc2F)cc1,3,4,"0,1,2,3,12,13",*c1ccc(Br)cc1F,207,207
fragment_00173,c1ccc(C[C@@H](C)O)cc1,3,4,"0,1,2,3,8,9",*C[C@@H](C)O,203,202
fragment_00174,c1ccc([C@H]2CCCCO2)cc1,3,4,"0,1,2,3,10,11",*[C@H]1CCCCO1,201,201
fragment_00175,c1ccc(-c2ccc3c(c2)COC3)cc1,3,4,"0,1,2,3,13,14",*c1ccc2c(c1)COC2,199,199
fragment_00176,c1ccc([C@@H]2CC=CCC2)cc1,3,4,"0,1,2,3,10,11",*[C@@H]1CC=CCC1,196,195
fragment_00177,c1ccc(N2CCCCC2=O)cc1,3,4,"0,1,2,3,11,12",*N1CCCCC1=O,195,195
fragment_00178,c1ccc(-c2ccc(C#N)cn2)cc1,3,4,"0,1,2,3,12,13",*c1ccc(C#N)cn1,195,194
fragment_00179,c1ccc(-c2ncc[nH]2)cc1,3,4,"0,1,2,3,9,10",*c1ncc[nH]1,194,193
fragment_00180,c1ccc(-c2ccc([S@](C)=O)cc2)cc1,3,4,"0,1,2,3,13,14",*c1ccc([S@](C)=O)cc1,193,193
fragment_00181,c1ccc(-c2ccc(N)cc2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(N)cc1,193,193
fragment_00182,c1ccc(-c2ccc(I)cc2)cc1,3,4,"0,1,2,3,11,12",*c1ccc(I)cc1,192,192
fragment_00183,c1ccc([C@@H](C)O)cc1,3,4,"0,1,2,3,7,8",*[C@@H](C)O,191,190
fragment_00184,c1ccc(-n2c(=O)oc3ccccc32)cc1,3,4,"0,1,2,3,14,15",*n1c(=O)oc2ccccc21,188,187
fragment_00185,c1ccc(-c2nncs2)cc1,3,4,"0,1,2,3,9,10",*c1nncs1,187,187
fragment_00186,c1ccc(-c2ccc(F)c(F)c2F)cc1,3,4,"0,1,2,3,13,14",*c1ccc(F)c(F)c1F,184,184
fragment_00187,c1ccc(C[C@H](C)O)cc1,3,4,"0,1,2,3,8,9",*C[C@H](C)O,181,181
fragment_00188,c1ccc(-c2nnc3n2CCC3)cc1,3,4,"0,1,2,3,12,13",*c1nnc2n1CCC2,181,181
fragment_00189,c1ccc(CCC(N)=O)cc1,3,4,"0,1,2,3,9,10",*CCC(N)=O,178,178
fragment_00190,c1ccc(-n2cnnc2)cc1,3,4,"0,1,2,3,9,10",*n1cnnc1,178,178
fragment_00191,c1ccc(-c2cn[nH]c2)cc1,3,4,"0,1,2,3,9,10",*c1cn[nH]c1,178,178
fragment_00192,c1ccc([C@@H]2CCCN2)cc1,3,4,"0,1,2,3,9,10",*[C@@H]1CCC[NH2+]1,174,174
fragment_00193,c1ccc(-c2cc3ccccc3[nH]2)cc1,3,4,"0,1,2,3,13,14",*c1cc2ccccc2[nH]1,174,174
fragment_00194,c1ccc(-c2cc(F)cc(Br)c2)cc1,3,4,"0,1,2,3,12,13",*c1cc(F)cc(Br)c1,172,172
fragment_00195,c1ccc(CS(C)(=O)=O)cc1,3,4,"0,1,2,3,9,10",*CS(C)(=O)=O,168,168
fragment_00196,c1ccc([C@H](C)O)cc1,3,4,"0,1,2,3,7,8",*[C@H](C)O,168,168
fragment_00197,c1ccc(CC(C)(C)C)cc1,3,4,"0,1,2,3,9,10",*CC(C)(C)C,167,166
fragment_00198,c1ccc(CCC2=CCCCC2)cc1,3,4,"0,1,2,3,12,13",*CCC1=CCCCC1,164,163
fragment_00199,c1ccc(-c2cncc(Br)c2)cc1,3,4,"0,1,2,3,11,12",*c1cncc(Br)c1,164,164
fragment_00200,c1ccc([C@H](C)C(C)C)cc1,3,4,"0,1,2,3,9,10",*[C@H](C)C(C)C,164,164
fragment_00201,c1ccc(N2CCNCC2)cc1,3,4,"0,1,2,3,10,11",*N1CC[NH2+]CC1,163,163
fragment_00202,c1ccc(-c2ccc(Cl)cc2F)cc1,3,4,"0,1,2,3,12,13",*c1ccc(Cl)cc1F,162,162
fragment_00203,c1ccc(SC(F)F)cc1,3,4,"0,1,2,3,8,9",*SC(F)F,162,162
fragment_00204,c1ccc(-c2cc(C#N)cs2)cc1,3,4,"0,1,2,3,11,12",*c1cc(C#N)cs1,160,160
fragment_00205,c1ccc(-c2ccc([S@@](C)=O)cc2)cc1,3,4,"0,1,2,3,13,14",*c1ccc([S@@](C)=O)cc1,160,160
fragment_00206,c1ccc(C2CCCCCCC2)cc1,3,4,"0,1,2,3,12,13",*C1CCCCCCC1,158,158
fragment_00207,c1ccc(-n2nnc3ccccc32)cc1,3,4,"0,1,2,3,13,14",*n1nnc2ccccc21,157,154
fragment_00208,c1ccc(-n2cnc3ccccc3c2=O)cc1,3,4,"0,1,2,3,15,16",*n1cnc2ccccc2c1=O,154,153
fragment_00209,c1ccc(-n2ccccc2=O)cc1,3,4,"0,1,2,3,11,12",*n1ccccc1=O,150,150
fragment_00210,c1ccc(-c2cn3ccccc3n2)cc1,3,4,"0,1,2,3,13,14",*c1cn2ccccc2n1,150,150
fragment_00211,c1ccc(-c2cc(Br)ccc2F)cc1,3,4,"0,1,2,3,12,13",*c1cc(Br)ccc1F,148,148
fragment_00212,c1ccc(-c2ccc3c(c2)CCC(=O)N3)cc1,3,4,"0,1,2,3,15,16",*c1ccc2c(c1)CCC(=O)N2,146,146
fragment_00213,c1ccc(-c2cccc(N)c2)cc1,3,4,"0,1,2,3,11,12",*c1cccc(N)c1,146,146
fragment_00214,c1ccc(N2CCNC(=O)C2)cc1,3,4,"0,1,2,3,11,12",*N1CCNC(=O)C1,144,144
fragment_00215,c1ccc(-c2ncccc2C#N)cc1,3,4,"0,1,2,3,12,13",*c1ncccc1C#N,143,142
fragment_00216,c1ccc([C@@H]2CCCCN2)cc1,3,4,"0,1,2,3,10,11",*[C@@H]1CCCC[NH2+]1,143,143
fragment_00217,c1ccc(C(=O)NN)cc1,3,4,"0,1,2,3,8,9",*C(=O)NN,142,142
fragment_00218,c1ccc(-c2ccncc2Cl)cc1,3,4,"0,1,2,3,11,12",*c1ccncc1Cl,142,142
fragment_00219,c1ccc(C2CCC(O)CC2)cc1,3,4,"0,1,2,3,11,12",*C1CCC(O)CC1,140,140
fragment_00220,c1ccc(-c2nc3c(s2)CCCC3)cc1,3,4,"0,1,2,3,13,14",*c1nc2c(s1)CCCC2,140,139
fragment_00221,c1ccc(C(=O)CC(C)(C)C)cc1,3,4,"0,1,2,3,11,12",*C(=O)CC(C)(C)C,139,139
