
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using density isodensity surface with cutoff value of 0.0016 au
   Cartesian grid-spacing will be determined by cube file(s)

                      File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0210_0001_TZ.cube      1   3.50     385.36      37.71       0.00
     mol_0211_0001_TZ.cube      1   3.50     319.03      44.93       0.00
     mol_0212_0001_TZ.cube      1   3.50     335.34      38.34       0.00
     mol_0213_0001_TZ.cube      1   3.50     396.14      48.54       0.00
     mol_0214_0001_TZ.cube      1   3.50     386.49      37.75       0.00
     mol_0215_0001_TZ.cube      1   3.50     259.77      36.27       0.00
     mol_0216_0001_TZ.cube      1   3.50     403.15      45.60       0.00
     mol_0217_0001_TZ.cube      1   3.50     277.94      43.73       0.00
     mol_0218_0001_TZ.cube      1   3.50     373.91      39.15       0.00
     mol_0219_0001_TZ.cube      1   3.50     399.66      38.32       0.00
     mol_0220_0001_TZ.cube      1   3.50     337.54      57.64       0.00
     mol_0221_0001_TZ.cube      1   3.50     303.05      38.51       0.00
     mol_0222_0001_TZ.cube      1   3.50     437.51      41.64       0.00
     mol_0223_0001_TZ.cube      1   3.50     404.13      44.68       0.00
     mol_0224_0001_TZ.cube      1   3.50     358.31      42.34       0.00
     mol_0225_0001_TZ.cube      1   3.50     466.32      36.63       0.00
     mol_0226_0001_TZ.cube      1   3.50     398.56      47.03       0.00
     mol_0227_0001_TZ.cube      1   3.50     359.55      38.64       0.00
     mol_0228_0001_TZ.cube      1   3.50     386.43      41.95       0.00
     mol_0229_0001_TZ.cube      1   3.50     324.53      41.19       0.00
     mol_0230_0001_TZ.cube      1   3.50     310.08      42.53       0.00
     mol_0231_0001_TZ.cube      1   3.50     438.14      44.14       0.00
     mol_0232_0001_TZ.cube      1   3.50     447.88      27.82       0.00
     mol_0233_0001_TZ.cube      1   3.50     455.20      39.98       0.00
     mol_0234_0001_TZ.cube      1   3.50     285.45      36.98       0.00
     mol_0235_0001_TZ.cube      1   3.50     349.55      62.05       0.00
     mol_0236_0001_TZ.cube      1   3.50     372.00      48.57       0.00
     mol_0237_0001_TZ.cube      1   3.50     457.93      41.10       0.00
     mol_0238_0001_TZ.cube      1   3.50     334.61      38.09       0.00
     mol_0239_0001_TZ.cube      1   3.50     417.30      41.14       0.00
     mol_0240_0001_TZ.cube      1   3.50     306.38      41.31       0.00
     mol_0241_0001_TZ.cube      1   3.50     448.69      51.42       0.00
     mol_0242_0001_TZ.cube      1   3.50     357.95      43.91       0.00
     mol_0243_0001_TZ.cube      1   3.50     296.73      38.61       0.00
     mol_0244_0001_TZ.cube      1   3.50     382.70      38.15       0.00
     mol_0245_0001_TZ.cube      1   3.50     420.52      43.03       0.00
     mol_0246_0001_TZ.cube      1   3.50     332.97      43.66       0.00
     mol_0247_0001_TZ.cube      1   3.50     454.46      38.82       0.00
     mol_0248_0001_TZ.cube      1   3.50     237.23      43.36       0.00
     mol_0249_0001_TZ.cube      1   3.50     214.28      41.49       0.00
     mol_0250_0001_TZ.cube      1   3.50     376.07      43.34       0.00
     mol_0251_0001_TZ.cube      1   3.50     420.39      54.77       0.00
     mol_0252_0001_TZ.cube      1   3.50     352.75      42.66       0.00
     mol_0253_0001_TZ.cube      1   3.50     298.50      43.46       0.00
     mol_0254_0001_TZ.cube      1   3.50     489.70      35.99       0.00
     mol_0255_0001_TZ.cube      1   3.50     408.70      56.43       0.00
     mol_0256_0001_TZ.cube      1   3.50     336.27      36.46       0.00
     mol_0257_0001_TZ.cube      1   3.50     339.10      39.01       0.00
     mol_0258_0001_TZ.cube      1   3.50     399.43      52.74       0.00
     mol_0259_0001_TZ.cube      1   3.50     376.67      47.22       0.00
     mol_0260_0001_TZ.cube      1   3.50     296.26      45.09       0.00
     mol_0261_0001_TZ.cube      1   3.50     341.82      35.74       0.00
     mol_0262_0001_TZ.cube      1   3.50     366.66      36.89       0.00
     mol_0263_0001_TZ.cube      1   3.50     287.95      32.79       0.00
     mol_0264_0001_TZ.cube      1   3.50     413.44      39.02       0.00
     mol_0265_0001_TZ.cube      1   3.50     295.45      37.93       0.00
     mol_0266_0001_TZ.cube      1   3.50     340.22      43.04       0.00
     mol_0267_0001_TZ.cube      1   3.50     403.61      41.46       0.00
     mol_0268_0001_TZ.cube      1   3.50     273.27      35.65       0.00
     mol_0269_0001_TZ.cube      1   3.50     315.98      36.39       0.00
     mol_0270_0001_TZ.cube      1   3.50     312.96      26.31       0.00
     mol_0271_0001_TZ.cube      1   3.50     320.41      35.91       0.00
     mol_0272_0001_TZ.cube      1   3.50     317.85      37.29       0.00
     mol_0273_0001_TZ.cube      1   3.50     408.47      43.92       0.00
     mol_0275_0001_TZ.cube      1   3.50     264.47      51.32       0.00
     mol_0276_0001_TZ.cube      1   3.50     384.18      54.67       0.00
     mol_0277_0001_TZ.cube      1   3.50     470.33      37.50       0.00
     mol_0279_0001_TZ.cube      1   3.50     360.41      34.56       0.00
     mol_0280_0001_TZ.cube      1   3.50     265.79      34.20       0.00
     mol_0281_0001_TZ.cube      1   3.50     262.04      45.31       0.00
     mol_0282_0001_TZ.cube      1   3.50     387.68      52.23       0.00
     mol_0283_0001_TZ.cube      1   3.50     363.53      38.18       0.00
     mol_0284_0001_TZ.cube      1   3.50     302.96      38.94       0.00
     mol_0285_0001_TZ.cube      1   3.50     328.19      37.78       0.00
     mol_0286_0001_TZ.cube      1   3.50     331.77      52.88       0.00
     mol_0287_0001_TZ.cube      1   3.50     326.96      37.31       0.00
     mol_0288_0001_TZ.cube      1   3.50     460.35      46.94       0.00
     mol_0289_0001_TZ.cube      1   3.50     292.57      44.97       0.00
     mol_0290_0001_TZ.cube      1   3.50     322.13      42.82       0.00
     mol_0291_0001_TZ.cube      1   3.50     333.24      47.74       0.00
     mol_0292_0001_TZ.cube      1   3.50     431.93      48.94       0.00
     mol_0293_0001_TZ.cube      1   3.50     269.15      38.76       0.00
     mol_0294_0001_TZ.cube      1   3.50     213.35      40.16       0.00
     mol_0295_0001_TZ.cube      1   3.50     294.63      41.87       0.00
     mol_0296_0001_TZ.cube      1   3.50     284.77      39.38       0.00
     mol_0297_0001_TZ.cube      1   3.50     376.45      44.57       0.00
     mol_0298_0001_TZ.cube      1   3.50     253.09      43.23       0.00
     mol_0299_0001_TZ.cube      1   3.50     336.22      48.76       0.00
     mol_0300_0001_TZ.cube      1   3.50     352.16      51.56       0.00
     mol_0301_0001_TZ.cube      1   3.50     407.80      53.21       0.00
     mol_0302_0001_TZ.cube      1   3.50     445.35      38.88       0.00
     mol_0303_0001_TZ.cube      1   3.50     422.54      38.90       0.00
     mol_0304_0001_TZ.cube      1   3.50     414.05      34.88       0.00
     mol_0305_0001_TZ.cube      1   3.50     485.14      46.44       0.00
     mol_0306_0001_TZ.cube      1   3.50     372.10      40.30       0.00
     mol_0307_0001_TZ.cube      1   3.50     338.74      39.04       0.00
     mol_0308_0001_TZ.cube      1   3.50     349.32      43.44       0.00
     mol_0309_0001_TZ.cube      1   3.50     476.31      55.16       0.00
     mol_0310_0001_TZ.cube      1   3.50     406.83      35.81       0.00
     mol_0311_0001_TZ.cube      1   3.50     368.48      49.20       0.00
     mol_0312_0001_TZ.cube      1   3.50     401.89      28.08       0.00
     mol_0313_0001_TZ.cube      1   3.50     327.68      36.76       0.00
     mol_0314_0001_TZ.cube      1   3.50     308.97      42.83       0.00
     mol_0315_0001_TZ.cube      1   3.50     324.42      35.94       0.00
     mol_0316_0001_TZ.cube      1   3.50     371.58      44.71       0.00
     mol_0317_0001_TZ.cube      1   3.50     383.51      43.95       0.00
     mol_0318_0001_TZ.cube      1   3.50     420.53      37.71       0.00
     mol_0319_0001_TZ.cube      1   3.50     306.61      44.11       0.00
     mol_0320_0001_TZ.cube      1   3.50     297.20      52.18       0.00
     mol_0321_0001_TZ.cube      1   3.50     425.24      41.58       0.00
     mol_0322_0001_TZ.cube      1   3.50     375.44      59.34       0.00
     mol_0323_0001_TZ.cube      1   3.50     330.18      36.01       0.00
     mol_0324_0001_TZ.cube      1   3.50     372.81      36.10       0.00
     mol_0325_0001_TZ.cube      1   3.50     292.16      37.76       0.00
     mol_0326_0001_TZ.cube      1   3.50     388.99      48.46       0.00
     mol_0327_0001_TZ.cube      1   3.50     442.19      50.50       0.00
     mol_0328_0001_TZ.cube      1   3.50     290.09      34.65       0.00
     mol_0329_0001_TZ.cube      1   3.50     358.05      37.57       0.00
     mol_0330_0001_TZ.cube      1   3.50     425.31      45.07       0.00
     mol_0331_0001_TZ.cube      1   3.50     438.09      37.50       0.00
     mol_0332_0001_TZ.cube      1   3.50     240.91      48.76       0.00
     mol_0333_0001_TZ.cube      1   3.50     355.91      45.48       0.00
     mol_0334_0001_TZ.cube      1   3.50     269.72      49.66       0.00
     mol_0335_0001_TZ.cube      1   3.50     348.09      48.99       0.00
     mol_0336_0001_TZ.cube      1   3.50     470.76      35.84       0.00
     mol_0337_0001_TZ.cube      1   3.50     333.27      43.66       0.00
     mol_0338_0001_TZ.cube      1   3.50     368.97      43.66       0.00
     mol_0339_0001_TZ.cube      1   3.50     433.80      47.25       0.00
     mol_0340_0001_TZ.cube      1   3.50     300.54      42.24       0.00
     mol_0341_0001_TZ.cube      1   3.50     318.66      50.34       0.00
     mol_0342_0001_TZ.cube      1   3.50     371.26      36.52       0.00
     mol_0343_0001_TZ.cube      1   3.50     316.89      41.58       0.00
     mol_0344_0001_TZ.cube      1   3.50     337.52      47.52       0.00
     mol_0345_0001_TZ.cube      1   3.50     308.37      44.01       0.00
     mol_0346_0001_TZ.cube      1   3.50     443.14      40.27       0.00
     mol_0347_0001_TZ.cube      1   3.50     262.52      38.99       0.00
     mol_0348_0001_TZ.cube      1   3.50     422.92      43.99       0.00
     mol_0349_0001_TZ.cube      1   3.50     405.59      35.80       0.00
     mol_0350_0001_TZ.cube      1   3.50     335.97      47.66       0.00
     mol_0351_0001_TZ.cube      1   3.50     211.82      43.11       0.00
     mol_0352_0001_TZ.cube      1   3.50     394.85      36.33       0.00
     mol_0353_0001_TZ.cube      1   3.50     383.89      38.99       0.00
     mol_0354_0001_TZ.cube      1   3.50     501.64      45.59       0.00
     mol_0355_0001_TZ.cube      1   3.50     365.19      47.62       0.00
     mol_0356_0001_TZ.cube      1   3.50     350.86      38.88       0.00
     mol_0357_0001_TZ.cube      1   3.50     353.36      37.91       0.00
     mol_0358_0001_TZ.cube      1   3.50     366.85      37.67       0.00
     mol_0359_0001_TZ.cube      1   3.50     355.89      35.71       0.00
     mol_0360_0001_TZ.cube      1   3.50     416.81      43.22       0.00
     mol_0361_0001_TZ.cube      1   3.50     246.74      38.87       0.00
     mol_0362_0001_TZ.cube      1   3.50     437.52      35.80       0.00
     mol_0363_0001_TZ.cube      1   3.50     400.51      39.12       0.00
     mol_0364_0001_TZ.cube      1   3.50     421.42      43.48       0.00
     mol_0365_0001_TZ.cube      1   3.50     400.94      34.72       0.00
     mol_0366_0001_TZ.cube      1   3.50     406.04      39.95       0.00
     mol_0367_0001_TZ.cube      1   3.50     392.80      44.10       0.00
     mol_0368_0001_TZ.cube      1   3.50     386.72      55.87       0.00
     mol_0369_0001_TZ.cube      1   3.50     263.62      34.75       0.00
     mol_0370_0001_TZ.cube      1   3.50     316.95      41.48       0.00
     mol_0371_0001_TZ.cube      1   3.50     346.90      46.59       0.00
     mol_0372_0001_TZ.cube      1   3.50     365.65      47.24       0.00
     mol_0373_0001_TZ.cube      1   3.50     372.30      39.07       0.00
     mol_0374_0001_TZ.cube      1   3.50     361.37      55.38       0.00
     mol_0375_0001_TZ.cube      1   3.50     403.62      35.67       0.00
     mol_0377_0001_TZ.cube      1   3.50     383.69      48.03       0.00
     mol_0378_0001_TZ.cube      1   3.50     301.73      52.31       0.00
     mol_0379_0001_TZ.cube      1   3.50     274.43      47.10       0.00
     mol_0380_0001_TZ.cube      1   3.50     331.66      42.02       0.00
     mol_0381_0001_TZ.cube      1   3.50     362.52      38.89       0.00
     mol_0382_0001_TZ.cube      1   3.50     366.65      43.80       0.00
     mol_0383_0001_TZ.cube      1   3.50     265.81      30.65       0.00
     mol_0384_0001_TZ.cube      1   3.50     360.24      43.31       0.00
     mol_0385_0001_TZ.cube      1   3.50     351.34      42.92       0.00
     mol_0386_0001_TZ.cube      1   3.50     215.32      38.10       0.00
     mol_0387_0001_TZ.cube      1   3.50     389.71      38.95       0.00
     mol_0388_0001_TZ.cube      1   3.50     389.74      35.41       0.00
     mol_0389_0001_TZ.cube      1   3.50     366.26      43.80       0.00
     mol_0390_0001_TZ.cube      1   3.50     374.15      42.05       0.00
